YEAR,MONTH,DAY,DATE,HOUR,STATION,CO,FSP,NO2,NOX,O3,RSP,SO2,,,
2018,2,5,5/2/2018,14,CENTRAL,111,57,140,418,6,82,15,,,
2018,2,5,5/2/2018,15,CENTRAL,103,55,125,358,7,79,15,,,
2018,2,5,5/2/2018,16,CENTRAL,116,58,161,474,4,84,18,,,
2018,2,5,5/2/2018,17,CENTRAL,106,61,133,406,4,90,15,,,
2018,2,5,5/2/2018,18,CENTRAL,111,56,155,511,3,83,19,,,
2018,2,5,5/2/2018,19,CENTRAL,117,58,169,554,3,88,18,,,
2018,2,5,5/2/2018,20,CENTRAL,123,65,184,555,3,98,22,,,
2018,2,5,5/2/2018,21,CENTRAL,110,58,123,265,9,82,10,,,
2018,2,5,5/2/2018,22,CENTRAL,104,44,121,261,12,64,11,,,
2018,2,5,5/2/2018,23,CENTRAL,90,34,102,197,24,53,9,,,
2018,2,5,5/2/2018,24,CENTRAL,84,31,89,161,33,48,9,,,
2018,2,6,6/2/2018,1,CENTRAL,84,29,70,116,37,45,8,,,
2018,2,6,6/2/2018,2,CENTRAL,79,28,56,83,51,42,8,,,
2018,2,6,6/2/2018,3,CENTRAL,76,32,55,91,50,45,7,,,
2018,2,6,6/2/2018,4,CENTRAL,75,36,47,70,56,48,6,,,
2018,2,6,6/2/2018,5,CENTRAL,73,28,57,93,49,41,6,,,
2018,2,6,6/2/2018,6,CENTRAL,75,23,66,101,33,35,7,,,
2018,2,6,6/2/2018,7,CENTRAL,78,22,84,162,18,35,9,,,
2018,2,6,6/2/2018,8,CENTRAL,93,30,123,351,4,44,33,,,
2018,2,6,6/2/2018,9,CENTRAL,96,35,149,492,2,54,54,,,
2018,2,6,6/2/2018,10,CENTRAL,100,35,139,404,4,53,25,,,
2018,2,6,6/2/2018,11,CENTRAL,90,35,115,266,17,52,11,,,
2018,2,6,6/2/2018,12,CENTRAL,85,34,90,190,33,49,9,,,
2018,2,6,6/2/2018,13,CENTRAL,88,31,85,169,40,46,8,,,
2018,2,6,6/2/2018,14,CENTRAL,90,31,104,198,41,45,8,,,
2018,2,6,6/2/2018,15,CENTRAL,88,29,96,159,51,43,8,,,
2018,2,6,6/2/2018,16,CENTRAL,89,33,96,174,49,49,8,,,
2018,2,6,6/2/2018,17,CENTRAL,91,34,115,214,40,49,9,,,
2018,2,6,6/2/2018,18,CENTRAL,96,31,132,279,27,46,10,,,
2018,2,6,6/2/2018,19,CENTRAL,101,34,143,282,26,49,9,,,
2018,2,6,6/2/2018,20,CENTRAL,108,34,133,249,27,50,8,,,
2018,2,6,6/2/2018,21,CENTRAL,110,36,131,234,22,51,10,,,
2018,2,6,6/2/2018,22,CENTRAL,107,41,114,184,33,57,8,,,
2018,2,6,6/2/2018,23,CENTRAL,98,37,95,147,48,53,7,,,
2018,2,6,6/2/2018,24,CENTRAL,94,39,104,166,43,56,7,,,
2018,2,7,7/2/2018,1,CENTRAL,N.A.,38,N.A.,N.A.,N.A.,54,N.A.,,,
2018,2,7,7/2/2018,2,CENTRAL,92,33,68,93,69,49,6,,,
2018,2,7,7/2/2018,3,CENTRAL,79,21,31,41,91,38,5,,,
2018,2,7,7/2/2018,4,CENTRAL,81,24,48,64,79,42,6,,,
2018,2,7,7/2/2018,5,CENTRAL,80,30,32,44,84,48,5,,,
2018,2,7,7/2/2018,6,CENTRAL,80,22,35,48,75,42,5,,,
2018,2,7,7/2/2018,7,CENTRAL,82,20,54,78,61,41,5,,,
2018,2,7,7/2/2018,8,CENTRAL,87,24,89,159,29,45,7,,,
2018,2,7,7/2/2018,9,CENTRAL,98,35,122,277,14,56,9,,,
2018,2,7,7/2/2018,10,CENTRAL,103,35,119,269,17,56,9,,,
2018,2,7,7/2/2018,11,CENTRAL,93,39,109,240,22,60,9,,,
2018,2,7,7/2/2018,12,CENTRAL,N.A.,36,N.A.,N.A.,N.A.,56,N.A.,,,
2018,2,7,7/2/2018,13,CENTRAL,N.A.,38,N.A.,N.A.,N.A.,56,N.A.,,,
2018,2,7,7/2/2018,14,CENTRAL,96,35,128,242,27,51,10,,,
2018,2,7,7/2/2018,15,CENTRAL,102,40,161,385,N.A.,55,13,,,
2018,2,7,7/2/2018,16,CENTRAL,106,42,155,371,N.A.,63,14,,,
2018,2,7,7/2/2018,17,CENTRAL,118,43,179,545,N.A.,67,20,,,
2018,2,7,7/2/2018,18,CENTRAL,116,40,190,591,5,64,19,,,
2018,2,7,7/2/2018,19,CENTRAL,116,42,189,743,2,63,22,,,
2018,2,7,7/2/2018,20,CENTRAL,118,41,157,477,2,63,18,,,
2018,2,7,7/2/2018,21,CENTRAL,113,47,127,311,4,74,12,,,
2018,2,7,7/2/2018,22,CENTRAL,106,44,107,236,10,66,10,,,
2018,2,7,7/2/2018,23,CENTRAL,105,49,108,256,9,65,12,,,
2018,2,7,7/2/2018,24,CENTRAL,102,36,111,259,5,55,13,,,
2018,2,8,8/2/2018,1,CENTRAL,101,34,100,223,5,51,11,,,
2018,2,8,8/2/2018,2,CENTRAL,97,40,75,125,19,55,9,,,
2018,2,8,8/2/2018,3,CENTRAL,92,48,68,110,24,60,9,,,
2018,2,8,8/2/2018,4,CENTRAL,94,39,67,114,24,50,8,,,
2018,2,8,8/2/2018,5,CENTRAL,90,34,67,109,23,45,8,,,
2018,2,8,8/2/2018,6,CENTRAL,89,37,77,129,13,47,8,,,
2018,2,8,8/2/2018,7,CENTRAL,92,35,96,213,6,48,9,,,
2018,2,8,8/2/2018,8,CENTRAL,103,35,111,316,2,51,13,,,
2018,2,8,8/2/2018,9,CENTRAL,108,37,133,429,3,57,20,,,
2018,2,8,8/2/2018,10,CENTRAL,104,37,118,310,7,53,12,,,
2018,2,8,8/2/2018,11,CENTRAL,95,33,94,209,24,47,8,,,
2018,2,8,8/2/2018,12,CENTRAL,89,27,78,169,33,39,7,,,
2018,2,8,8/2/2018,13,CENTRAL,86,20,82,168,37,31,6,,,
2018,2,8,8/2/2018,14,CENTRAL,89,23,83,158,39,31,5,,,
2018,2,8,8/2/2018,15,CENTRAL,99,24,110,246,24,32,6,,,
2018,2,8,8/2/2018,16,CENTRAL,92,27,105,194,33,38,6,,,
2018,2,8,8/2/2018,17,CENTRAL,98,29,116,259,24,41,8,,,
2018,2,8,8/2/2018,18,CENTRAL,103,30,149,373,16,43,10,,,
2018,2,8,8/2/2018,19,CENTRAL,101,35,130,283,26,49,9,,,
2018,2,8,8/2/2018,20,CENTRAL,101,27,106,181,29,42,7,,,
2018,2,8,8/2/2018,21,CENTRAL,96,21,74,118,43,36,5,,,
2018,2,8,8/2/2018,22,CENTRAL,100,17,88,144,43,33,5,,,
2018,2,8,8/2/2018,23,CENTRAL,92,19,62,90,57,37,5,,,
2018,2,8,8/2/2018,24,CENTRAL,89,22,47,66,77,44,5,,,
2018,2,9,9/2/2018,1,CENTRAL,89,25,42,58,82,50,4,,,
2018,2,9,9/2/2018,2,CENTRAL,87,26,26,37,94,50,4,,,
2018,2,9,9/2/2018,3,CENTRAL,84,25,21,30,96,47,5,,,
2018,2,9,9/2/2018,4,CENTRAL,82,26,19,27,99,46,5,,,
2018,2,9,9/2/2018,5,CENTRAL,84,21,20,29,95,40,5,,,
2018,2,9,9/2/2018,6,CENTRAL,83,24,22,31,87,42,4,,,
2018,2,9,9/2/2018,7,CENTRAL,84,21,42,62,67,38,4,,,
2018,2,9,9/2/2018,8,CENTRAL,89,20,84,148,32,35,6,,,
2018,2,9,9/2/2018,9,CENTRAL,97,23,104,222,20,40,7,,,
2018,2,9,9/2/2018,10,CENTRAL,106,28,96,190,24,45,6,,,
2018,2,9,9/2/2018,11,CENTRAL,101,26,83,149,39,42,5,,,
2018,2,9,9/2/2018,12,CENTRAL,101,28,83,154,40,45,6,,,
2018,2,9,9/2/2018,13,CENTRAL,107,29,94,198,34,46,7,,,
2018,2,9,9/2/2018,14,CENTRAL,103,31,99,169,36,46,5,,,
2018,2,9,9/2/2018,15,CENTRAL,105,29,103,178,31,43,6,,,
2018,2,9,9/2/2018,16,CENTRAL,109,29,127,278,18,42,8,,,
2018,2,9,9/2/2018,17,CENTRAL,104,24,123,238,17,36,6,,,
2018,2,9,9/2/2018,18,CENTRAL,109,20,139,328,10,29,8,,,
2018,2,9,9/2/2018,19,CENTRAL,114,24,146,410,6,33,12,,,
2018,2,9,9/2/2018,20,CENTRAL,128,33,149,456,1,44,16,,,
2018,2,9,9/2/2018,21,CENTRAL,125,28,134,383,1,40,21,,,
2018,2,9,9/2/2018,22,CENTRAL,138,26,134,387,0,40,19,,,
2018,2,9,9/2/2018,23,CENTRAL,155,27,136,420,1,42,14,,,
2018,2,9,9/2/2018,24,CENTRAL,152,33,146,549,0,53,18,,,
2018,2,10,10/2/2018,1,CENTRAL,132,49,135,503,0,78,22,,,
2018,2,10,10/2/2018,2,CENTRAL,132,44,130,469,0,69,26,,,
2018,2,10,10/2/2018,3,CENTRAL,136,33,100,217,1,52,8,,,
2018,2,10,10/2/2018,4,CENTRAL,108,25,66,128,27,38,6,,,
2018,2,10,10/2/2018,5,CENTRAL,105,32,65,107,32,45,5,,,
2018,2,10,10/2/2018,6,CENTRAL,116,34,66,100,24,48,5,,,
2018,2,10,10/2/2018,7,CENTRAL,117,31,85,189,6,45,6,,,
2018,2,10,10/2/2018,8,CENTRAL,117,29,96,259,2,44,8,,,
2018,2,10,10/2/2018,9,CENTRAL,112,32,96,240,8,42,7,,,
2018,2,10,10/2/2018,10,CENTRAL,150,45,118,409,2,62,16,,,
2018,2,10,10/2/2018,11,CENTRAL,159,57,128,453,2,83,17,,,
2018,2,10,10/2/2018,12,CENTRAL,141,57,136,401,3,79,14,,,
2018,2,10,10/2/2018,13,CENTRAL,141,49,147,466,3,68,18,,,
2018,2,10,10/2/2018,14,CENTRAL,144,58,155,443,2,82,18,,,
2018,2,10,10/2/2018,15,CENTRAL,137,59,151,434,2,84,19,,,
2018,2,10,10/2/2018,16,CENTRAL,140,59,162,428,3,83,23,,,
2018,2,10,10/2/2018,17,CENTRAL,143,70,183,484,2,100,24,,,
2018,2,10,10/2/2018,18,CENTRAL,140,73,192,517,2,103,26,,,
2018,2,10,10/2/2018,19,CENTRAL,151,80,203,669,1,113,25,,,
2018,2,10,10/2/2018,20,CENTRAL,161,84,192,600,1,116,26,,,
2018,2,10,10/2/2018,21,CENTRAL,147,74,150,295,4,98,12,,,
2018,2,10,10/2/2018,22,CENTRAL,137,69,138,267,10,84,9,,,
2018,2,10,10/2/2018,23,CENTRAL,124,62,99,162,26,77,6,,,
2018,2,10,10/2/2018,24,CENTRAL,114,45,82,140,33,55,5,,,
2018,2,11,11/2/2018,1,CENTRAL,109,39,63,111,35,47,5,,,
2018,2,11,11/2/2018,2,CENTRAL,104,38,52,81,40,46,4,,,
2018,2,11,11/2/2018,3,CENTRAL,106,48,55,86,37,61,4,,,
2018,2,11,11/2/2018,4,CENTRAL,106,50,50,77,46,65,5,,,
2018,2,11,11/2/2018,5,CENTRAL,103,49,48,72,52,64,5,,,
2018,2,11,11/2/2018,6,CENTRAL,107,51,60,88,39,63,5,,,
2018,2,11,11/2/2018,7,CENTRAL,111,53,85,154,18,66,7,,,
2018,2,11,11/2/2018,8,CENTRAL,119,58,101,257,5,74,11,,,
2018,2,11,11/2/2018,9,CENTRAL,116,62,98,261,7,81,11,,,
2018,2,11,11/2/2018,10,CENTRAL,120,61,98,229,9,81,10,,,
2018,2,11,11/2/2018,11,CENTRAL,123,61,111,266,11,80,10,,,
2018,2,11,11/2/2018,12,CENTRAL,127,62,119,293,11,78,12,,,
2018,2,11,11/2/2018,13,CENTRAL,132,67,121,253,14,87,14,,,
2018,2,11,11/2/2018,14,CENTRAL,127,62,113,208,27,78,10,,,
2018,2,11,11/2/2018,15,CENTRAL,132,61,130,250,19,77,16,,,
2018,2,11,11/2/2018,16,CENTRAL,137,72,127,227,29,94,13,,,
2018,2,11,11/2/2018,17,CENTRAL,134,70,132,230,28,89,13,,,
2018,2,11,11/2/2018,18,CENTRAL,136,65,132,216,30,83,14,,,
2018,2,11,11/2/2018,19,CENTRAL,141,65,166,376,7,85,20,,,
2018,2,11,11/2/2018,20,CENTRAL,140,70,186,511,3,97,28,,,
2018,2,11,11/2/2018,21,CENTRAL,126,70,103,161,40,91,8,,,
2018,2,11,11/2/2018,22,CENTRAL,124,57,80,119,49,70,5,,,
2018,2,11,11/2/2018,23,CENTRAL,122,52,75,117,48,69,4,,,
2018,2,11,11/2/2018,24,CENTRAL,117,44,60,91,63,59,4,,,
2018,2,12,12/2/2018,1,CENTRAL,118,42,59,88,60,57,4,,,
2018,2,12,12/2/2018,2,CENTRAL,117,45,35,50,74,60,4,,,
2018,2,12,12/2/2018,3,CENTRAL,108,45,25,36,71,55,4,,,
2018,2,12,12/2/2018,4,CENTRAL,110,45,45,65,51,50,3,,,
2018,2,12,12/2/2018,5,CENTRAL,104,46,42,67,56,50,4,,,
2018,2,12,12/2/2018,6,CENTRAL,107,41,54,94,41,47,4,,,
2018,2,12,12/2/2018,7,CENTRAL,110,46,79,153,23,55,5,,,
2018,2,12,12/2/2018,8,CENTRAL,115,42,95,225,13,52,8,,,
2018,2,12,12/2/2018,9,CENTRAL,122,45,123,328,8,55,8,,,
2018,2,12,12/2/2018,10,CENTRAL,126,48,129,376,4,61,10,,,
2018,2,12,12/2/2018,11,CENTRAL,119,43,114,308,8,54,8,,,
2018,2,12,12/2/2018,12,CENTRAL,120,38,111,297,13,48,8,,,
2018,2,12,12/2/2018,13,CENTRAL,118,35,111,252,21,44,6,,,
2018,2,12,12/2/2018,14,CENTRAL,122,35,132,278,21,43,7,,,
2018,2,12,12/2/2018,15,CENTRAL,124,31,134,317,14,41,12,,,
2018,2,12,12/2/2018,16,CENTRAL,136,40,151,380,7,60,15,,,
2018,2,12,12/2/2018,17,CENTRAL,136,41,151,338,7,60,14,,,
2018,2,12,12/2/2018,18,CENTRAL,138,39,183,485,5,62,17,,,
2018,2,12,12/2/2018,19,CENTRAL,139,41,177,621,3,69,22,,,
2018,2,12,12/2/2018,20,CENTRAL,141,48,185,613,2,78,22,,,
2018,2,12,12/2/2018,21,CENTRAL,156,44,172,507,2,69,21,,,
2018,2,12,12/2/2018,22,CENTRAL,175,47,162,554,2,72,26,,,
2018,2,12,12/2/2018,23,CENTRAL,162,48,160,540,1,73,28,,,
2018,2,12,12/2/2018,24,CENTRAL,138,44,149,445,1,78,26,,,
2018,2,13,13/2/2018,1,CENTRAL,126,40,111,210,8,65,13,,,
2018,2,13,13/2/2018,2,CENTRAL,118,34,77,124,30,50,7,,,
2018,2,13,13/2/2018,3,CENTRAL,114,32,70,104,39,49,6,,,
2018,2,13,13/2/2018,4,CENTRAL,104,31,41,53,72,53,4,,,
2018,2,13,13/2/2018,5,CENTRAL,101,33,41,56,77,66,4,,,
2018,2,13,13/2/2018,6,CENTRAL,103,33,32,44,82,69,4,,,
2018,2,13,13/2/2018,7,CENTRAL,103,34,48,65,72,74,4,,,
2018,2,13,13/2/2018,8,CENTRAL,106,37,83,137,38,82,6,,,
2018,2,13,13/2/2018,9,CENTRAL,115,41,117,236,20,89,7,,,
2018,2,13,13/2/2018,10,CENTRAL,123,43,121,269,16,86,8,,,
2018,2,13,13/2/2018,11,CENTRAL,121,42,143,342,12,84,10,,,
2018,2,13,13/2/2018,12,CENTRAL,112,43,111,219,30,82,8,,,
2018,2,13,13/2/2018,13,CENTRAL,108,38,95,171,46,73,6,,,
2018,2,13,13/2/2018,14,CENTRAL,107,35,89,157,53,69,6,,,
2018,2,13,13/2/2018,15,CENTRAL,107,33,94,153,53,70,6,,,
2018,2,13,13/2/2018,16,CENTRAL,106,35,103,177,50,73,6,,,
2018,2,13,13/2/2018,17,CENTRAL,103,31,107,186,42,68,6,,,
2018,2,13,13/2/2018,18,CENTRAL,105,27,121,235,31,63,7,,,
2018,2,13,13/2/2018,19,CENTRAL,110,29,116,227,32,63,7,,,
2018,2,13,13/2/2018,20,CENTRAL,112,32,96,145,48,66,5,,,
2018,2,13,13/2/2018,21,CENTRAL,107,34,100,158,45,69,6,,,
2018,2,13,13/2/2018,22,CENTRAL,111,29,95,147,42,62,5,,,
2018,2,13,13/2/2018,23,CENTRAL,105,26,95,152,39,58,6,,,
2018,2,13,13/2/2018,24,CENTRAL,104,26,99,162,30,58,6,,,
2018,2,14,14/2/2018,1,CENTRAL,97,26,71,104,43,59,5,,,
2018,2,14,14/2/2018,2,CENTRAL,92,21,55,78,68,54,5,,,
2018,2,14,14/2/2018,3,CENTRAL,91,23,78,169,44,54,6,,,
2018,2,14,14/2/2018,4,CENTRAL,92,22,55,75,65,53,4,,,
2018,2,14,14/2/2018,5,CENTRAL,86,21,52,72,60,46,4,,,
2018,2,14,14/2/2018,6,CENTRAL,88,21,58,84,54,40,4,,,
2018,2,14,14/2/2018,7,CENTRAL,93,20,85,153,39,39,5,,,
2018,2,14,14/2/2018,8,CENTRAL,97,20,123,239,16,44,7,,,
2018,2,14,14/2/2018,9,CENTRAL,107,22,133,306,14,50,9,,,
2018,2,14,14/2/2018,10,CENTRAL,114,27,119,239,23,57,7,,,
2018,2,14,14/2/2018,11,CENTRAL,108,29,115,220,31,62,6,,,
2018,2,14,14/2/2018,12,CENTRAL,113,28,104,196,28,58,6,,,
2018,2,14,14/2/2018,13,CENTRAL,113,27,111,206,30,60,6,,,
2018,2,14,14/2/2018,14,CENTRAL,N.A.,26,105,185,33,57,6,,,
2018,2,14,14/2/2018,15,CENTRAL,N.A.,29,115,208,31,60,6,,,
2018,2,14,14/2/2018,16,CENTRAL,N.A.,28,119,241,23,61,7,,,
2018,2,14,14/2/2018,17,CENTRAL,N.A.,30,126,222,27,65,7,,,
2018,2,14,14/2/2018,18,CENTRAL,84,27,127,241,25,60,7,,,
2018,2,14,14/2/2018,19,CENTRAL,75,24,106,178,36,52,5,,,
2018,2,14,14/2/2018,20,CENTRAL,88,26,107,187,30,51,5,,,
2018,2,14,14/2/2018,21,CENTRAL,81,27,109,175,29,52,6,,,
2018,2,14,14/2/2018,22,CENTRAL,85,27,128,232,13,56,7,,,
2018,2,14,14/2/2018,23,CENTRAL,85,27,127,249,17,56,7,,,
2018,2,14,14/2/2018,24,CENTRAL,89,27,105,197,25,57,6,,,
2018,2,15,15/2/2018,1,CENTRAL,89,27,113,271,21,55,7,,,
2018,2,15,15/2/2018,2,CENTRAL,95,26,103,212,14,54,6,,,
2018,2,15,15/2/2018,3,CENTRAL,77,22,80,118,34,48,4,,,
2018,2,15,15/2/2018,4,CENTRAL,71,21,76,111,32,47,4,,,
2018,2,15,15/2/2018,5,CENTRAL,81,23,78,119,19,43,4,,,
2018,2,15,15/2/2018,6,CENTRAL,94,21,75,159,3,37,4,,,
2018,2,15,15/2/2018,7,CENTRAL,106,23,89,253,1,40,6,,,
2018,2,15,15/2/2018,8,CENTRAL,118,27,112,378,0,47,9,,,
2018,2,15,15/2/2018,9,CENTRAL,142,28,167,640,0,54,15,,,
2018,2,15,15/2/2018,10,CENTRAL,112,36,144,374,1,72,10,,,
2018,2,15,15/2/2018,11,CENTRAL,97,34,138,336,5,70,10,,,
2018,2,15,15/2/2018,12,CENTRAL,96,33,140,353,6,72,10,,,
2018,2,15,15/2/2018,13,CENTRAL,89,30,121,253,16,64,7,,,
2018,2,15,15/2/2018,14,CENTRAL,92,29,130,335,4,57,10,,,
2018,2,15,15/2/2018,15,CENTRAL,108,26,135,428,2,48,12,,,
2018,2,15,15/2/2018,16,CENTRAL,117,30,154,523,1,59,15,,,
2018,2,15,15/2/2018,17,CENTRAL,115,34,156,574,0,113,21,,,
2018,2,15,15/2/2018,18,CENTRAL,121,41,174,653,0,122,25,,,
2018,2,15,15/2/2018,19,CENTRAL,134,43,165,643,1,88,25,,,
2018,2,15,15/2/2018,20,CENTRAL,139,44,167,756,1,76,35,,,
2018,2,15,15/2/2018,21,CENTRAL,141,52,198,1108,0,97,42,,,
2018,2,15,15/2/2018,22,CENTRAL,153,61,159,798,0,112,32,,,
2018,2,15,15/2/2018,23,CENTRAL,170,40,109,426,1,64,17,,,
2018,2,15,15/2/2018,24,CENTRAL,145,28,88,319,0,41,12,,,
2018,2,16,16/2/2018,1,CENTRAL,132,24,84,296,0,36,9,,,
2018,2,16,16/2/2018,2,CENTRAL,126,31,135,776,0,48,27,,,
2018,2,16,16/2/2018,3,CENTRAL,117,47,117,627,0,75,27,,,
2018,2,16,16/2/2018,4,CENTRAL,123,40,88,391,0,57,24,,,
2018,2,16,16/2/2018,5,CENTRAL,105,31,70,264,0,40,14,,,
2018,2,16,16/2/2018,6,CENTRAL,89,21,62,175,0,27,8,,,
2018,2,16,16/2/2018,7,CENTRAL,93,21,65,221,0,28,8,,,
2018,2,16,16/2/2018,8,CENTRAL,143,31,121,775,1,44,28,,,
2018,2,16,16/2/2018,9,CENTRAL,142,53,152,978,1,73,38,,,
2018,2,16,16/2/2018,10,CENTRAL,140,57,154,780,1,80,36,,,
2018,2,16,16/2/2018,11,CENTRAL,118,63,118,476,3,91,34,,,
2018,2,16,16/2/2018,12,CENTRAL,93,39,86,196,15,59,16,,,
2018,2,16,16/2/2018,13,CENTRAL,90,37,96,210,21,54,13,,,
2018,2,16,16/2/2018,14,CENTRAL,80,33,83,142,42,49,10,,,
2018,2,16,16/2/2018,15,CENTRAL,88,32,106,188,39,48,9,,,
2018,2,16,16/2/2018,16,CENTRAL,82,33,97,145,47,48,8,,,
2018,2,16,16/2/2018,17,CENTRAL,91,33,111,197,33,46,9,,,
2018,2,16,16/2/2018,18,CENTRAL,114,32,120,218,28,45,9,,,
2018,2,16,16/2/2018,19,CENTRAL,132,40,143,255,12,55,10,,,
2018,2,16,16/2/2018,20,CENTRAL,136,46,147,339,1,61,10,,,
2018,2,16,16/2/2018,21,CENTRAL,154,51,166,484,1,69,13,,,
2018,2,16,16/2/2018,22,CENTRAL,151,57,176,796,0,80,30,,,
2018,2,16,16/2/2018,23,CENTRAL,152,56,176,901,1,83,38,,,
2018,2,16,16/2/2018,24,CENTRAL,149,58,176,878,1,85,34,,,
2018,2,17,17/2/2018,1,CENTRAL,171,62,165,803,1,88,30,,,
2018,2,17,17/2/2018,2,CENTRAL,136,64,134,516,0,81,25,,,
2018,2,17,17/2/2018,3,CENTRAL,114,60,103,222,2,74,13,,,
2018,2,17,17/2/2018,4,CENTRAL,73,55,37,54,26,64,8,,,
2018,2,17,17/2/2018,5,CENTRAL,70,43,34,54,36,45,7,,,
2018,2,17,17/2/2018,6,CENTRAL,65,37,29,42,42,38,5,,,
2018,2,17,17/2/2018,7,CENTRAL,63,29,25,41,49,30,5,,,
2018,2,17,17/2/2018,8,CENTRAL,62,15,33,58,53,14,4,,,
2018,2,17,17/2/2018,9,CENTRAL,63,16,37,60,50,14,3,,,
2018,2,17,17/2/2018,10,CENTRAL,70,15,35,56,54,14,3,,,
2018,2,17,17/2/2018,11,CENTRAL,76,22,41,67,56,27,3,,,
2018,2,17,17/2/2018,12,CENTRAL,69,29,37,59,61,40,3,,,
2018,2,17,17/2/2018,13,CENTRAL,70,30,40,65,56,41,4,,,
2018,2,17,17/2/2018,14,CENTRAL,70,29,35,56,64,42,3,,,
2018,2,17,17/2/2018,15,CENTRAL,73,29,34,53,70,38,3,,,
2018,2,17,17/2/2018,16,CENTRAL,76,30,45,71,63,40,3,,,
2018,2,17,17/2/2018,17,CENTRAL,78,31,54,90,61,42,4,,,
2018,2,17,17/2/2018,18,CENTRAL,77,30,56,88,58,40,4,,,
2018,2,17,17/2/2018,19,CENTRAL,81,29,63,106,48,42,4,,,
2018,2,17,17/2/2018,20,CENTRAL,83,29,55,83,53,41,4,,,
2018,2,17,17/2/2018,21,CENTRAL,85,28,61,105,52,41,5,,,
2018,2,17,17/2/2018,22,CENTRAL,83,24,49,72,61,36,5,,,
2018,2,17,17/2/2018,23,CENTRAL,77,25,48,75,62,38,4,,,
2018,2,17,17/2/2018,24,CENTRAL,74,26,43,63,68,41,3,,,
2018,2,18,18/2/2018,1,CENTRAL,73,21,36,50,71,38,3,,,
2018,2,18,18/2/2018,2,CENTRAL,71,19,27,37,75,34,3,,,
2018,2,18,18/2/2018,3,CENTRAL,67,17,23,33,79,28,3,,,
2018,2,18,18/2/2018,4,CENTRAL,69,18,26,36,73,26,4,,,
2018,2,18,18/2/2018,5,CENTRAL,69,19,27,41,70,27,3,,,
2018,2,18,18/2/2018,6,CENTRAL,68,15,23,33,73,23,3,,,
2018,2,18,18/2/2018,7,CENTRAL,66,17,31,47,68,24,3,,,
2018,2,18,18/2/2018,8,CENTRAL,69,17,38,56,60,24,4,,,
2018,2,18,18/2/2018,9,CENTRAL,72,23,47,73,48,31,5,,,
2018,2,18,18/2/2018,10,CENTRAL,79,22,45,74,49,32,4,,,
2018,2,18,18/2/2018,11,CENTRAL,82,26,54,98,43,35,4,,,
2018,2,18,18/2/2018,12,CENTRAL,76,25,53,90,47,36,4,,,
2018,2,18,18/2/2018,13,CENTRAL,78,24,61,112,45,34,4,,,
2018,2,18,18/2/2018,14,CENTRAL,78,23,66,110,47,33,4,,,
2018,2,18,18/2/2018,15,CENTRAL,76,25,48,74,58,34,4,,,
2018,2,18,18/2/2018,16,CENTRAL,79,24,65,98,44,34,4,,,
2018,2,18,18/2/2018,17,CENTRAL,92,25,83,145,29,34,5,,,
2018,2,18,18/2/2018,18,CENTRAL,97,21,101,188,15,30,5,,,
2018,2,18,18/2/2018,19,CENTRAL,102,28,120,256,6,42,7,,,
2018,2,18,18/2/2018,20,CENTRAL,95,29,94,169,22,44,6,,,
2018,2,18,18/2/2018,21,CENTRAL,91,26,87,157,25,36,6,,,
2018,2,18,18/2/2018,22,CENTRAL,84,22,75,125,35,33,5,,,
2018,2,18,18/2/2018,23,CENTRAL,76,19,72,119,36,26,4,,,
2018,2,18,18/2/2018,24,CENTRAL,71,18,58,92,44,22,3,,,
2018,2,19,19/2/2018,1,CENTRAL,75,17,65,102,36,21,3,,,
2018,2,19,19/2/2018,2,CENTRAL,73,13,50,74,43,16,3,,,
2018,2,19,19/2/2018,3,CENTRAL,79,13,57,89,28,15,3,,,
2018,2,19,19/2/2018,4,CENTRAL,102,14,83,197,9,16,6,,,
2018,2,19,19/2/2018,5,CENTRAL,93,18,68,114,16,22,4,,,
2018,2,19,19/2/2018,6,CENTRAL,71,15,50,78,39,18,3,,,
2018,2,19,19/2/2018,7,CENTRAL,72,14,60,97,29,17,3,,,
2018,2,19,19/2/2018,8,CENTRAL,86,14,83,183,15,19,5,,,
2018,2,19,19/2/2018,9,CENTRAL,73,17,88,165,18,24,4,,,
2018,2,19,19/2/2018,10,CENTRAL,86,21,83,142,20,30,4,,,
2018,2,19,19/2/2018,11,CENTRAL,90,22,99,205,9,31,5,,,
2018,2,19,19/2/2018,12,CENTRAL,93,27,89,181,16,38,8,,,
2018,2,19,19/2/2018,13,CENTRAL,82,25,75,128,27,37,4,,,
2018,2,19,19/2/2018,14,CENTRAL,84,22,76,136,27,32,4,,,
2018,2,19,19/2/2018,15,CENTRAL,83,22,76,132,24,32,4,,,
2018,2,19,19/2/2018,16,CENTRAL,82,20,78,129,20,32,4,,,
2018,2,19,19/2/2018,17,CENTRAL,80,18,70,112,27,27,3,,,
2018,2,19,19/2/2018,18,CENTRAL,80,16,66,95,31,22,3,,,
2018,2,19,19/2/2018,19,CENTRAL,85,18,86,142,16,25,4,,,
2018,2,19,19/2/2018,20,CENTRAL,94,19,101,205,5,28,5,,,
2018,2,19,19/2/2018,21,CENTRAL,98,21,97,213,1,31,7,,,
2018,2,19,19/2/2018,22,CENTRAL,102,23,96,222,2,32,6,,,
2018,2,19,19/2/2018,23,CENTRAL,96,21,82,150,6,28,5,,,
